TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-01-16 01:43:55,1768527835610,www.soulprintengine.ai/dashboard/chat,POST,,200,twsfp-1768527835610-dfd3353616bf,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,305,iad1,264,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27JCSANKGN5S2F0MTKNQXX,36ScXQ8K2AQK,1
2026-01-16 01:43:55,1768527835610,www.soulprintengine.ai/dashboard/chat,POST,,200,twsfp-1768527835610-dfd3353616bf,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,297,iad1,148,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27JCF5X2S2FHJQVAFD8XK4,GHbOJGOrHwVs,1
2026-01-16 01:43:53,1768527833679,www.soulprintengine.ai/api/llm/chat,POST,,200,twsfp-1768527832014-9503e2aad274,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",info,production,main,MISS,serverless,/api/llm/chat,www.soulprintengine.ai,www.soulprintengine.ai,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,,,,,[LLM] Using SageMaker (simulated streaming),prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-16 01:43:52,1768527832014,www.soulprintengine.ai/api/llm/chat,POST,,200,twsfp-1768527832014-9503e2aad274,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/api/llm/chat,www.soulprintengine.ai,www.soulprintengine.ai,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,2981,iad1,272,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27J8YX9Q321Y7GK8C3BRT2,8tJ7DkF176DW,1
2026-01-16 01:43:51,1768527831303,www.soulprintengine.ai/dashboard/chat,POST,,200,mdnrv-1768527831303-4b9ea6c6f2ea,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,296,iad1,262,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27J8K2Y14DK69QTYJYRWKX,36ScXQ8K2AQK,1
2026-01-16 01:43:51,1768527831303,www.soulprintengine.ai/dashboard/chat,POST,,200,mdnrv-1768527831303-4b9ea6c6f2ea,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,306,iad1,148,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27J88NNXXJZT5KWJVE146K,GHbOJGOrHwVs,1
2026-01-16 01:43:42,1768527822087,www.soulprintengine.ai/dashboard/chat,POST,,200,rwk44-1768527822087-8daa88ba5b8b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,446,iad1,262,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HZGCMQC9EPG05SEW0PJH,36ScXQ8K2AQK,1
2026-01-16 01:43:42,1768527822087,www.soulprintengine.ai/dashboard/chat,POST,,200,rwk44-1768527822087-8daa88ba5b8b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,221,iad1,148,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HZ8KVHSE7W4PJ5P0X36R,GHbOJGOrHwVs,1
2026-01-16 01:43:41,1768527821243,www.soulprintengine.ai/api/llm/chat,POST,,200,b865k-1768527820702-af94bfbf0f1d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",info,production,main,MISS,serverless,/api/llm/chat,www.soulprintengine.ai,www.soulprintengine.ai,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,,,,,[LLM] Using SageMaker (simulated streaming),prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-16 01:43:40,1768527820702,www.soulprintengine.ai/api/llm/chat,POST,,200,b865k-1768527820702-af94bfbf0f1d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/api/llm/chat,www.soulprintengine.ai,www.soulprintengine.ai,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,1288,iad1,301,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HXXA91MNBWTSCM7MHCT7,qBOzsZJdkgLL,1
2026-01-16 01:43:39,1768527819679,www.soulprintengine.ai/dashboard/chat,POST,,200,b865k-1768527819679-2aefb8790cb3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,569,iad1,269,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HX8S7QWT98C2QJY2RXJD,36ScXQ8K2AQK,1
2026-01-16 01:43:39,1768527819679,www.soulprintengine.ai/dashboard/chat,POST,,200,b865k-1768527819679-2aefb8790cb3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,337,iad1,148,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HWXDGFWH2Q3BAXVKBMJX,GHbOJGOrHwVs,1
2026-01-16 01:43:30,1768527810444,www.soulprintengine.ai/dashboard/chat,POST,,200,b865k-1768527810444-ed2e9723c43a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,405,iad1,269,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HM5HJZ5EEMW2N9KW1YP2,36ScXQ8K2AQK,1
2026-01-16 01:43:30,1768527810444,www.soulprintengine.ai/dashboard/chat,POST,,200,b865k-1768527810444-ed2e9723c43a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,247,iad1,148,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HKWYYN11PYHDEA44CQ28,GHbOJGOrHwVs,1
2026-01-16 01:43:29,1768527809632,www.soulprintengine.ai/dashboard/chat,POST,,200,5c9wz-1768527809632-5faa560437fe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,251,iad1,268,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HKJCXTXEQMHHAX1TZC2G,36ScXQ8K2AQK,1
2026-01-16 01:43:29,1768527809632,www.soulprintengine.ai/dashboard/chat,POST,,200,5c9wz-1768527809632-5faa560437fe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,445,iad1,148,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HK3KWA4DX8AGDGVW8KVA,GHbOJGOrHwVs,1
2026-01-16 01:43:28,1768527808498,www.soulprintengine.ai/api/llm/chat,POST,,200,twsfp-1768527806354-8830c91554b8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",info,production,main,MISS,serverless,/api/llm/chat,www.soulprintengine.ai,www.soulprintengine.ai,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,,,,,[LLM] Using SageMaker (simulated streaming),prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-16 01:43:26,1768527806354,www.soulprintengine.ai/api/llm/chat,POST,,200,twsfp-1768527806354-8830c91554b8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/api/llm/chat,www.soulprintengine.ai,www.soulprintengine.ai,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,2414,iad1,301,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HFZGWF4Y8A5MC03APBQC,qBOzsZJdkgLL,1
2026-01-16 01:43:26,1768527806354,www.soulprintengine.ai/dashboard/chat,POST,,200,m6bf6-1768527806354-93a6d45f08d8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,264,iad1,148,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HFWZFYB6JMBR5TTKZY5K,GHbOJGOrHwVs,1
2026-01-16 01:43:26,1768527806354,www.soulprintengine.ai/dashboard/chat,POST,,200,m6bf6-1768527806354-93a6d45f08d8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,228,iad1,266,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HG6Q9ATJGANMD159AVEH,36ScXQ8K2AQK,1
2026-01-16 01:43:25,1768527805511,www.soulprintengine.ai/dashboard/chat,POST,,200,twsfp-1768527805511-4795250e6a2a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,257,iad1,263,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HFJCV41760PJWKRCAHXR,36ScXQ8K2AQK,1
2026-01-16 01:43:25,1768527805511,www.soulprintengine.ai/dashboard/chat,POST,,200,twsfp-1768527805511-4795250e6a2a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,481,iad1,148,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27HF2JV4JZFSTGTKBBA3W5,GHbOJGOrHwVs,1
2026-01-16 01:43:17,1768527797090,www.soulprintengine.ai/dashboard/chat,POST,,200,m6bf6-1768527797090-86297acde919,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,822,iad1,273,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H75VGNKBG6F78HM1PAT2,36ScXQ8K2AQK,1
2026-01-16 01:43:17,1768527797090,www.soulprintengine.ai/dashboard/chat,POST,,200,m6bf6-1768527797090-86297acde919,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,309,iad1,148,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H6VEQFPAEFJQ7SDJ4PWT,GHbOJGOrHwVs,1
2026-01-16 01:43:15,1768527795950,www.soulprintengine.ai/dashboard/chat,POST,,200,7kl2g-1768527795950-960b09609c8f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,770,iad1,271,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H611AGKYPQXGQ21PC3XE,gF0nPqrIkmqE,1
2026-01-16 01:43:15,1768527795950,www.soulprintengine.ai/dashboard/chat,POST,,200,7kl2g-1768527795950-960b09609c8f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,277,iad1,113,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H3BSQ7QFRN7KBA8301NT,GHbOJGOrHwVs,3
2026-01-16 01:43:15,1768527795888,www.soulprintengine.ai/questionnaire/new,GET,_rsc=uriwz,200,m6bf6-1768527795888-9601ff237d4a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,PRERENDER,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,308,iad1,147,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H5NVFTRDV2T5CXE96084,deH07TeTWV1b,1
2026-01-16 01:43:15,1768527795888,www.soulprintengine.ai/questionnaire/new,GET,_rsc=uriwz,200,m6bf6-1768527795888-9601ff237d4a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/questionnaire/new.segments/questionnaire/new/__PAGE__.segment,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,,cle1,,,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-16 01:43:15,1768527795879,www.soulprintengine.ai/questionnaire/new,GET,_rsc=onv2t,200,twsfp-1768527795879-44783de7a6df,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,PRERENDER,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,321,iad1,113,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H3BSQ7QFRN7KBA8301NT,GHbOJGOrHwVs,3
2026-01-16 01:43:15,1768527795879,www.soulprintengine.ai/questionnaire/new,GET,_rsc=onv2t,200,twsfp-1768527795879-44783de7a6df,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/questionnaire/new.segments/questionnaire/new.segment,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,480,cle1,,,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-16 01:43:15,1768527795612,www.soulprintengine.ai/questionnaire/new,GET,_rsc=1eu3n,200,h6wcq-1768527795612-ab5b1869eccb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,PRERENDER,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,284,iad1,112,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H3BSQ7QFRN7KBA8301NT,GHbOJGOrHwVs,3
2026-01-16 01:43:15,1768527795612,www.soulprintengine.ai/questionnaire/new,GET,_rsc=1eu3n,200,h6wcq-1768527795612-ab5b1869eccb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/questionnaire/new.segments/questionnaire.segment,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,425,cle1,,,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-16 01:43:15,1768527795349,www.soulprintengine.ai/questionnaire/new,GET,_rsc=1h3a7,200,twsfp-1768527795349-0fc726bbd252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,PRERENDER,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,278,iad1,111,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H3BSQ7QFRN7KBA8301NT,GHbOJGOrHwVs,4
2026-01-16 01:43:15,1768527795349,www.soulprintengine.ai/questionnaire/new,GET,_rsc=1h3a7,200,twsfp-1768527795349-0fc726bbd252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/questionnaire/new.segments/_index.segment,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,491,cle1,,,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-16 01:43:15,1768527795348,www.soulprintengine.ai/questionnaire/new,GET,_rsc=1rmgn,200,m6bf6-1768527795348-9e9234211523,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,PRERENDER,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,289,iad1,109,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H3CFDRA20H6DXD87HDMJ,deH07TeTWV1b,2
2026-01-16 01:43:15,1768527795348,www.soulprintengine.ai/questionnaire/new,GET,_rsc=1rmgn,200,m6bf6-1768527795348-9e9234211523,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/questionnaire/new.segments/_head.segment,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,,cle1,,,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,,,
2026-01-16 01:43:15,1768527795265,www.soulprintengine.ai/dashboard/profile,GET,_rsc=hb77t,200,nhnb2-1768527795265-68ee33ac6db7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/profile.rsc,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,42,iad1,254,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H5RS7AP94ACQM5ZE8D9T,gF0nPqrIkmqE,1
2026-01-16 01:43:15,1768527795265,www.soulprintengine.ai/dashboard/profile,GET,_rsc=hb77t,200,nhnb2-1768527795265-68ee33ac6db7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,699,iad1,112,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H3BSQ7QFRN7KBA8301NT,GHbOJGOrHwVs,4
2026-01-16 01:43:15,1768527795237,www.soulprintengine.ai/dashboard/settings,GET,_rsc=hb77t,200,h6wcq-1768527795237-c935e084af3d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/settings.rsc,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,15,iad1,297,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H5AKGTYNMXF9C26F9RBR,ENkeduL8gKYX,1
2026-01-16 01:43:15,1768527795237,www.soulprintengine.ai/dashboard/settings,GET,_rsc=hb77t,200,h6wcq-1768527795237-c935e084af3d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,272,iad1,111,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H3BSQ7QFRN7KBA8301NT,GHbOJGOrHwVs,4
2026-01-16 01:43:14,1768527794901,www.soulprintengine.ai/dashboard/chat,GET,_rsc=hb77t,200,xr2wp-1768527794901-245a3e55da66,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat.rsc,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,17,iad1,296,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H58SPH5E1DW0X7EFH09B,ENkeduL8gKYX,1
2026-01-16 01:43:14,1768527794901,www.soulprintengine.ai/dashboard/chat,GET,_rsc=hb77t,200,xr2wp-1768527794901-245a3e55da66,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,550,iad1,109,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H3CFDRA20H6DXD87HDMJ,deH07TeTWV1b,2
2026-01-16 01:43:14,1768527794851,www.soulprintengine.ai/dashboard/chat,POST,,200,7kl2g-1768527794851-5f5f912fd0e4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/dashboard/chat,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,591,iad1,252,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H59EWDG8MK6JY6Z2X5PP,gF0nPqrIkmqE,1
2026-01-16 01:43:14,1768527794851,www.soulprintengine.ai/dashboard/chat,POST,,200,7kl2g-1768527794851-5f5f912fd0e4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,middleware,www.soulprintengine.ai,soulprint-landing-odhmv269e-a55ets-projects.vercel.app,dpl_6b4Z34L89pD9oqX7D27bD328FFmw,618,iad1,111,2048,,prj_0yEqZoYLeoFxe4GwUIxHZhtEU6iA,,,01KF27H3BSQ7QFRN7KBA8301NT,GHbOJGOrHwVs,4
